cell,x_um,y_um,orient
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,87.04,N
VIA_via4_5_2000_480_1_5_400_400,60.14,87.04,N
VIA_via3_4_2000_480_1_5_400_400,60.14,87.04,N
VIA_via2_3_2000_480_1_6_320_320,60.14,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,87.04,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,87.04,FS
sky130_fd_sc_hd__decap_3,89.7,87.04,FN
sky130_fd_sc_hd__decap_3,89.7,87.04,S
VIA_via5_6_2000_2000_1_1_1600_1600,26.44,87.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,56.44,87.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,86.44,87.53,N
VIA_via3_4_2000_480_1_5_400_400,26.44,89.76,N
VIA_via2_3_2000_480_1_6_320_320,26.44,89.76,N
VIA_via4_5_2000_480_1_5_400_400,26.44,89.76,N
VIA_via3_4_2000_480_1_5_400_400,56.44,89.76,N
VIA_via2_3_2000_480_1_6_320_320,56.44,89.76,N
VIA_via4_5_2000_480_1_5_400_400,56.44,89.76,N
VIA_via4_5_2000_480_1_5_400_400,86.44,89.76,N
VIA_via3_4_2000_480_1_5_400_400,86.44,89.76,N
VIA_via2_3_2000_480_1_6_320_320,86.44,89.76,N
